Alloys,Phase,Tg,Tx,Tl,Rc_mm/s,Dmax_mm,Predicted_Tg,Predicted_Tx,Predicted_Tl,delta_Tx,Trg,gamma,Predicted_Phase,Phase_Confidence,Predicted_Dmax_mm,Predicted_Rc_Ks
Co22.5Cr22.5Cu22.5Ni22.5Fe10.0,CMA,872,1043,1436,NAN,NAN,865.3404,1036.513,1429.0862,171.17254638671875,0.6055200898191982,0.4517524992428552,CMA,0.9972205243268919,1.4359776,4786.4611271581525
Co22.5Cr22.5Fe22.5Cu22.5Ni10.0,CMA,872,1045,1439,NAN,NAN,865.73724,1039.7898,1432.6316,174.05255126953125,0.6042985849324283,0.4524033648927575,CMA,0.9974351717984201,1.3774045,4712.472327329255
Co21.1Fe21.1Mn21.1Ni21.1Ti15.8,CMA,815,906,1333,NAN,NAN,823.5806,913.6346,1334.7303,90.053955078125,0.6170389618323794,0.42330998335009673,CMA,0.997401410437122,6.933283,84450.11261625515
Co20.0Cr20.0Cu20.0Fe20.0Mn20.0,CMA,823,929,1355,NAN,NAN,817.09576,925.517,1348.9402,108.4212646484375,0.6057316498647394,0.4272860886421461,CMA,0.9971428988054621,5.7323647,4360.302672974918
Co20.0Cr20.0Fe20.0Mn20.0Cu20.0,CMA,823,929,1355,NAN,NAN,817.09576,925.517,1348.9402,108.4212646484375,0.6057316498647394,0.4272860886421461,CMA,0.9972129820328128,5.7323647,4360.302672974918
Co16.7Cr16.7Fe16.7Mn16.7Ni33.3,CMA,871,1043,1436,NAN,NAN,865.9653,1040.6189,1433.9576,174.65362548828125,0.6038987804611244,0.4524581631777581,CMA,0.9973693777910746,32.183582,87998.57574801726
Co22.2Cr22.2Fe11.1Mn11.1Ni33.3,CMA,873,1048,1442,NAN,NAN,868.83185,1046.869,1440.1987,178.03717041015625,0.6032721941518081,0.45338031823874697,CMA,0.9974606925672944,29.276402,88059.22490510305
Co10.0Cr20.0Fe20.0Mn30.0Ni20.0,CMA,839,944,1349,NAN,NAN,828.8444,939.1435,1344.7505,110.299072265625,0.6163555459616006,0.4320692367630748,CMA,0.997187671135759,14.417525,67496.81074244271
Co22.5Cr22.5Fe22.5Mn22.5Ni10.0,CMA,846,1015,1439,NAN,NAN,845.3983,1018.7769,1431.5791,173.37860107421875,0.5905355243779234,0.44742512986785665,CMA,0.9974437973421818,14.0283165,65235.520916046014
Co33.3Cr11.1Fe22.2Mn11.1Ni22.2,CMA,872,1044,1436,NAN,NAN,865.0231,1041.8599,1432.1133,176.8367919921875,0.604018608453962,0.4535472446507867,CMA,0.9973782352895533,23.142698,91778.08803317902
Co21.9Cr21.9Fe21.9Mn21.9Ni12.5,CMA,846,1014,1439,NAN,NAN,844.94653,1017.5039,1430.6956,172.557373046875,0.5905844393527856,0.44712826801329897,CMA,0.9973691647603238,17.89412,65173.862292202466
Co21.3Cr21.3Fe21.3Mn21.3Ni15.0,CMA,848,1017,1439,NAN,NAN,846.5733,1019.87616,1431.1582,173.3028564453125,0.5915302035610909,0.4477596050393757,CMA,0.9973955947174374,20.85007,65004.668317742326
Co22.2Cr16.7Fe22.2Mn16.7Ni22.2,CMA,872,1045,1439,NAN,NAN,864.0018,1040.2036,1432.5382,176.20184326171875,0.6031265101271347,0.4529438299501115,CMA,0.9973165146012336,25.545017,83292.70876449489
Co25Fe12.5Ni12.5Cr15Mo15C10B10,MMG,828.15,863.77,NAN,NAN,NAN,819.57855,868.90607,1465.283,49.3275146484375,0.5593312521795548,0.3802882855804238,Metalic_Glass,0.9869710417004939,4.0979066,720.4563755799888
Co25Fe12.5Ni12.5Cr10Mo10C15B15,MMG,851.29,871.24,NAN,NAN,NAN,835.7727,880.371,1462.345,44.5982666015625,0.571529100056513,0.383083503929103,Metalic_Glass,0.9779237078508187,9.1581545,231.80005906896892
Co23.81Fe23.81Mo4.76Ni23.81V23.81,CMA,887,1067,1445,NAN,NAN,886.0882,1073.7417,1444.9635,187.65350341796875,0.6132253134435081,0.46062543387741567,CMA,0.997373343505328,2.2134752,68434.08211964334
Co20.0Cr20.0Fe20.0Ni20.0Cu15.0Al5.0,CMA,839,1006,1438,NAN,NAN,833.4249,1001.79083,1426.9883,168.36590576171875,0.5840446888798251,0.44318924919149955,CMA,0.9973831030370546,0.755504,1418.3956782067883
Co26.8Cr17.9Fe17.9Mo1.8Ni26.8Ti8.9,CMA,891,1091,1469,NAN,NAN,888.2327,1090.8821,1465.7698,202.64935302734375,0.6059837922460019,0.4634158540387016,CMA,0.9973193188703542,1.4859401,107037.839709672
Co23.78Cr23.78Fe23.78Nb4.90Ni23.78,CMA,894,1094,1468,NAN,NAN,889.7369,1091.1005,1459.9431,201.36358642578125,0.6094325649794722,0.46436130335546594,CMA,0.997357136552188,1.8161521,74353.46109497757
Co22.22Cr22.22Co11.11Cr22.22Ni22.22,CMA,895,1096,1469,NAN,NAN,888.55316,1090.7458,1461.9495,202.19268798828125,0.6077865098457035,0.4640479181919488,CMA,0.9973570304800793,8.226205,65206.948452680794
Co24.07Cr24.07Fe24.07Nb3.73Ni24.07,CMA,887,1085,1468,NAN,NAN,884.1441,1083.5402,1459.3784,199.39605712890625,0.6058360827581039,0.46235534370744785,CMA,0.9973919106138758,1.5981243,75968.07198117314
Co24.75Cu24.75Fe24.75Ni24.75Sn0.99,CMA,867,1034,1432,NAN,NAN,857.31146,1026.4174,1424.5286,169.10589599609375,0.6018211805612088,0.4498200339718427,CMA,0.9974441315737852,3.1457286,6125.522738230919
Co24.69Cu24.69Fe24.69Ni24.69Sn1.23,CMA,865,1034,1434,NAN,NAN,856.50653,1027.1991,1426.0535,170.69256591796875,0.6006131962818743,0.4500206337526158,CMA,0.9974456514036989,3.1910334,6131.322921749689
Co24.39Cu24.39Fe24.39Ni24.39Sn2.44,CMA,832,994,1433,NAN,NAN,835.7205,1001.491,1419.2727,165.7705078125,0.5888371678179553,0.44412152404079175,CMA,0.9974778670301235,3.244359,6157.60672017276
Co18.2Cr18.2Fe18.2Mn18.2Ni18.2V9.1,CMA,865,1059,1469,NAN,NAN,860.84814,1053.4874,1455.9448,192.6392822265625,0.5912642637355267,0.4547179834226664,CMA,0.9972463996781354,4.218553,78328.26907897835
Co24.57Cu24.57Fe24.57Ni24.57Sn1.72,CMA,863,1032,1434,NAN,NAN,854.904,1025.6323,1425.5898,170.72833251953125,0.5996844011250826,0.4497413271966674,CMA,0.9971687828224012,3.2645156,6142.56376536161
Co24.88Cu24.88Fe24.88Ni24.88Sn0.50,CMA,867,1035,1432,NAN,NAN,858.56354,1028.4503,1425.9592,169.88677978515625,0.6020954319229671,0.4501816889890496,CMA,0.9974872331863307,3.095477,6113.0829984634265
Co22.22Cu22.22Fe22.22Ni22.22Ni11.11,CMA,866,1033,1432,NAN,NAN,861.7614,1032.9458,1429.2322,171.18438720703125,0.6029541085062097,0.4508724095518928,CMA,0.9975036017247737,2.2639215,6252.962969386445
Co22.22Cr22.22Cu11.11Fe22.22Ni22.22,CMA,871,1043,1436,NAN,NAN,867.54034,1041.939,1432.7932,174.39862060546875,0.6054888705733328,0.45295125205416537,CMA,0.9973465267798542,2.9488726,4932.2267996712
Co17.4Cr17.4Fe17.4Mn17.4Ni17.4V13.0,CMA,863,1057,1469,NAN,NAN,860.4039,1053.6481,1456.8546,193.24420166015625,0.5905900706964057,0.45469596016832237,CMA,0.9970517372179347,7.2235284,75694.73066967148
Co16.7Cr16.7Fe16.7Mn16.7Ni16.7Ti16.7,CMA,834,890,1280,NAN,NAN,824.83673,883.0239,1277.5005,58.18719482421875,0.6456645132611786,0.420020117467733,CMA,0.9973723159977528,4.123391,60699.03711034469
Co16.7Cr16.7Fe16.7Ni16.7Mn16.7Cu16.7,CMA,830,975,1410,NAN,NAN,826.283,973.81726,1398.573,147.53424072265625,0.590804356421471,0.4376990029172852,CMA,0.9974221368871499,6.836075,4482.65379315919
Co20Fe20Ni10Cr12.5Mo12.5C12.5B12.5,MMG,809.48,859.31,NAN,NAN,NAN,830.6607,884.8378,1468.2535,54.1771240234375,0.5657474563584616,0.3848937955303342,Metalic_Glass,0.9879925132488839,7.353711,350.15269857455866
Co25Fe12.5Ni12.5Cr12.5Mo12.5C12.5B12.5,MMG,817.6,882.69,NAN,NAN,NAN,828.8769,896.96686,1486.0918,68.0899658203125,0.5577561856090127,0.3874639264824104,Metalic_Glass,0.9768539779388616,8.020709,382.9325896412577
Co18.18Cr18.18Fe18.18Mn18.18Ni18.18V9.09,CMA,865,1059,1469,NAN,NAN,860.8481,1053.4874,1455.9447,192.63934326171875,0.5912642713873676,0.45471801936086076,CMA,0.9972648972238654,4.218554,78328.26907897835
Co19.05Cr19.05Fe19.05Mn19.05Ni19.05V4.76,CMA,848,1017,1439,NAN,NAN,848.2094,1021.0501,1433.1047,172.8406982421875,0.5918684029991839,0.4475710242629896,CMA,0.9974792291389005,2.2864258,81007.6360745465
Co25Fe16.66667Ni8.333333Cr15Mo15C10B10,MMG,813.6,884.38,NAN,NAN,NAN,817.8017,890.01324,1488.6143,72.2115478515625,0.5493711298849798,0.38588583419124833,Metalic_Glass,0.9870253325691686,4.162155,7273.918478779581
Co25Fe16.66667Ni8.333333Cr10Mo10C15B15,MMG,855.41,900.92,NAN,NAN,NAN,839.3377,894.70447,1479.2358,55.36676025390625,0.5674130418636892,0.3858857394413516,Metalic_Glass,0.9856847605732137,8.739817,151.60098977884593
Co18.18Cr18.18Cu18.18Fe18.18Ni18.18Ti9.09,CMA,842,1001,1426,NAN,NAN,838.69415,1003.14716,1420.1057,164.4530029296875,0.5905857185271577,0.44410625792240455,CMA,0.9972465248763082,0.7670896,1063.3357772383763
Co16.67Cr16.67Cu16.67Fe16.67Ni16.67Ti16.67,CMA,841,950,1356,NAN,NAN,829.4535,946.20575,1354.4275,116.75225830078125,0.6124015476586391,0.4332680020343925,CMA,0.9973544655147161,1.3959454,81.37907277785088
Co17.24Cr17.24Cu17.24Fe17.24Ni17.24Ti13.79,CMA,840,944,1348,NAN,NAN,837.76764,946.161,1355.5754,108.39337158203125,0.6180162422374176,0.4313784833608375,CMA,0.9974806617219985,0.970171,972.733753016674
Co16.67Cr16.67Ni16.67Fe16.67Cr16.67Ti16.67,CMA,869,969,1337,NAN,NAN,866.5299,970.0245,1338.7584,103.49456787109375,0.6472638322460368,0.4398628795461372,CMA,0.9973412801988775,6.414642,76405.20340251904
Co19.61Cu19.61Fe19.61Mn19.61Ni19.61Sn1.96,CMA,812,914,1351,NAN,NAN,806.90753,914.50726,1339.3519,107.5997314453125,0.6024611712881851,0.4260935269178427,CMA,0.9967419603263156,1.2687029,5005.6686861360695
Co19.88Cu19.88Fe19.88Mn19.88Ni19.88Sn0.60,CMA,820,922,1349,NAN,NAN,812.5439,920.3588,1340.8324,107.81494140625,0.6059995908631195,0.42740269477689596,CMA,0.997311433251702,1.252629,4982.3048630140875
Co19.69Cu19.69Fe19.69Mn19.69Ni19.69Sn1.57,CMA,820,925,1354,NAN,NAN,811.9532,922.40753,1343.325,110.454345703125,0.6044354237050636,0.42797610007477044,CMA,0.9974755403901241,1.2745938,4999.311089936112
Co17.39Cr17.39Fe17.39Mn17.39Ni17.39V13.04,CMA,863,1057,1469,NAN,NAN,860.40875,1053.6583,1456.8596,193.24957275390625,0.5905913933896704,0.45469844499537415,CMA,0.9974261680899937,7.2617683,75667.37176447677
Co19.80Cu19.80Fe19.80Mn19.80Ni19.80Sn0.99,CMA,820,922,1349,NAN,NAN,812.2846,920.0787,1340.531,107.7940673828125,0.6059424238478258,0.42738387293779256,CMA,0.9974220438135631,1.2590846,4989.347456651737
Co16.67Cr16.67Fe16.67Mn16.67Ni16.67V16.67,CMA,866,1059,1469,NAN,NAN,861.07135,1053.087,1453.7296,192.01568603515625,0.5923187789892193,0.45493632167465126,CMA,0.9974199803549639,10.877592,67557.7370250172
Co16.66667Fe16.66667Ni16.66667Cr10Mo10C15B15,MMG,818.08,855.15,NAN,NAN,NAN,824.16656,874.3387,1442.4249,50.172119140625,0.5713757088168973,0.38575044832033534,Metalic_Glass,0.9842440553789575,7.5707965,217.84543348372102
Co21.42857Fe21.42857Ni7.142857Cr15Mo15C10B10,MMG,803.39,879.72,NAN,NAN,NAN,815.8873,889.97644,1480.575,74.089111328125,0.551061145844584,0.38754237248944445,Metalic_Glass,0.985556389103446,3.7000036,4781.774296078531
Co21.42857Fe21.42857Ni7.142857Cr10Mo10C15B15,MMG,839.04,897.45,NAN,NAN,NAN,840.69977,901.03107,1478.739,60.331298828125,0.5685247770523443,0.3884694323422764,Metalic_Glass,0.9838581317834044,8.166243,144.37601876141986
Co25Fe16.66667Ni8.333333Cr12.5Mo12.5C12.5B12.5,MMG,824.64,895.41,NAN,NAN,NAN,828.78674,900.3429,1491.2437,71.55615234375,0.5557688321834459,0.388073749917722,Metalic_Glass,0.9822856555675634,7.882292,385.74390929081034
Co16.66667Fe16.66667Ni16.66667Cr12.5Mo12.5C12.5B12.5,MMG,798.2,846.26,NAN,NAN,NAN,812.055,868.7295,1440.8295,56.67449951171875,0.5636024323757601,0.3856076542932334,Metalic_Glass,0.9856622748171834,6.3796706,345.54689942958805
Co21.42857Fe21.42857Ni7.142857Cr12.5Mo12.5C12.5B12.5,MMG,818.14,872.62,NAN,NAN,NAN,830.54803,888.1242,1472.9368,57.576171875,0.563872158635565,0.385556790162875,Metalic_Glass,0.9875493737401211,7.5562615,352.10267141180424
Co28.57Fe28.57Ni28.57Si14.29,CMA,834,1002,1441,NAN,NAN,821.2209,998.2935,1447.3154,177.0726318359375,0.5674097500693296,0.440060628988628,CMA,0.9974147752249473,2.0502903,41036.21908749354
Co22.9Cr22.9Fe22.9Ni22.9Al8.6,CMA,844,1012,1439,NAN,NAN,840.5369,1013.88855,1433.1604,173.35162353515625,0.5864918721173379,0.4459206324062459,CMA,0.9973891311308111,0.9050438,74292.56444450679
Co23.5Cr23.5Fe23.5Ni23.5Al5.9,CMA,873,1048,1439,NAN,NAN,867.0064,1045.7911,1439.2229,178.78472900390625,0.6024128774327373,0.45346364022733626,CMA,0.997381429617399,0.9056506,74930.24788081266
Co23.2Cr23.2Fe23.2Nb7.2Ni23.2,CMA,898,1099,1469,NAN,NAN,893.7767,1096.8735,1460.76,203.09686279296875,0.6118572978368194,0.4658553606242769,CMA,0.9970825427083749,2.4761345,71137.50012924802
Co23.3Cr23.3Fe23.3Ni23.3Mo7.0,CMA,897,1099,1470,NAN,NAN,894.1036,1097.4137,1461.3647,203.31011962890625,0.6118277993568058,0.4659004265470301,CMA,0.9974590344861154,5.1185384,63152.960717832466
Co27.8Cu13.9Fe27.8Ni27.8Ta2.8,CMA,869,1042,1439,NAN,NAN,867.11053,1039.582,1431.4598,172.47149658203125,0.6057526108131492,0.45227331006235116,CMA,0.9973407602150121,2.8014379,4362.264763654603
Co22.7Cr22.7Fe22.7Nb9.1Ni22.7,CMA,898,1098,1467,NAN,NAN,895.7637,1099.123,1460.4891,203.359375,0.6133312805642975,0.4664707637999644,CMA,0.9974880122989067,3.2781441,68475.27000021355
Co22.2Cr22.2Fe22.2Ni22.2Al11.1,CMA,845,984,1398,NAN,NAN,837.4045,985.6164,1397.2214,148.2119140625,0.5993355517428826,0.44106549879082363,CMA,0.9975188691762217,0.78130686,71574.90516421638
Co12.5Cr12.5Fe12.5Al12.5Ni50.0,CMA,829,986,1427,NAN,NAN,823.86127,981.2755,1417.679,157.41424560546875,0.5811338767065515,0.43776841610553135,CMA,0.9974926678603571,3.596034,31163.595085031793
Co22.73Fe22.73Mo9.09Ni22.73V22.73,CMA,973,1120,1435,NAN,NAN,931.9435,1092.3722,1410.0221,160.4287109375,0.6609424667391747,0.4664339234944605,CMA,0.997470672136092,3.7905242,64274.838154760844
Co25.0Cr16.7Fe16.7Mo8.3Ni25.0Ti8.3,CMA,918,1131,1479,NAN,NAN,913.86035,1129.0211,1473.9585,215.1607666015625,0.6200041276497209,0.47282528122778106,CMA,0.9974390947561078,2.3395498,111074.68550206519
Co22.7Cr22.7Fe22.7Ni22.7Al6.8Mo2.3,CMA,884,1077,1462,NAN,NAN,877.89746,1071.2367,1454.4304,193.3392333984375,0.6036022410646887,0.4592993562900029,CMA,0.9973720344669003,1.096098,74937.22061102808
Co22.67Cr22.67Fe22.67Nb9.34Ni22.67,CMA,898,1098,1467,NAN,NAN,895.97144,1099.457,1460.5581,203.485595703125,0.6134445676567745,0.4665577121414537,CMA,0.9969235965357053,3.391094,68158.33882949318
Co18.5Fe18.5Mn18.5Ti18.5V18.5Zr7.4,CMA,827,904,1310,NAN,NAN,824.5856,908.27203,1312.1602,83.68646240234375,0.6284183888387767,0.4250725867777835,CMA,0.9971409258705438,3.8007002,3764.432933589906
Co23.21Cr23.21Fe23.21Nb7.17Ni23.21,CMA,898,1099,1469,NAN,NAN,893.7525,1096.836,1460.753,203.08355712890625,0.6118436660911986,0.46584560296072564,CMA,0.9973987811179258,2.4648466,71180.5300157568
Co23.81Cu23.81Fe23.81Ni23.81Sn4.76,CMA,804,889,1326,NAN,NAN,804.6128,894.41205,1322.6589,89.79925537109375,0.6083297601101297,0.4204503055958675,CMA,0.9974447537847905,2.8978715,6194.118037778699
Co13.3Cr13.3Cu13.3Fe13.3Ni13.3Ti33.3,CMA,797,841,1266,NAN,NAN,785.08075,829.6047,1243.6392,44.52392578125,0.6312769609257735,0.40893011959878994,CMA,0.9949268522495265,4.1214123,60.227966690435544
Co22.22Cr22.22Fe22.22Mo11.11Ni22.22,CMA,910,1123,1481,NAN,NAN,905.8201,1118.0459,1468.9398,212.22576904296875,0.6166489038359819,0.47080375388476636,CMA,0.9972640451254814,10.575434,58918.559984414074
Co17.5Fe17.5Mn17.5Ti17.5V17.5Zr12.3,CMA,835,915,1314,NAN,NAN,832.024,918.512,1312.5325,86.488037109375,0.6339073549705708,0.42829929736993927,CMA,0.9973393634666227,7.783901,3247.8473066024935
Co23.8Cr15.9Fe15.9Mo12.7Ni23.8Ti7.9,CMA,934,1163,1494,NAN,NAN,926.74725,1154.4635,1483.273,227.71624755859375,0.6247988638275193,0.4790264827296902,CMA,0.9974983964316233,2.1375787,110109.51073688272
Co17.0Cr17.0Fe17.0Ni17.0Cu17.0Al8.5V6.8,CMA,821,923,1350,NAN,NAN,812.07135,920.018,1345.0974,107.9466552734375,0.6037267953881273,0.42649329134073394,CMA,0.9974958105299748,0.5932646,51.37813641038455
Co16.4Cr16.4Fe16.4Ni16.4Cu16.4Al8.2V9.8,CMA,822,925,1351,NAN,NAN,813.53534,922.7586,1346.565,109.2232666015625,0.6041560375884094,0.42718322578599816,CMA,0.997298979941215,0.5887255,50.38757163734637
Co15.9Cr15.9Fe15.9Ni15.9Cu15.9Al7.7V12.7,CMA,821,906,1325,NAN,NAN,814.58685,904.70233,1322.5034,90.115478515625,0.6159430984900426,0.42333369994768105,CMA,0.9973229851409311,0.5958532,49.90311082893099
Co15.2Cr15.2Fe15.2Ni15.2Cu15.2Al9.1V15.2,CMA,817,893,1312,NAN,NAN,810.34485,891.123,1307.6072,80.77813720703125,0.6197158155990365,0.42074748377013077,CMA,0.9974156620685705,0.55450624,45.300920844906585
Co13.3Cr13.3Fe13.3Ni13.3Cu13.3Al6.7V26.7,CMA,831,894,1290,NAN,NAN,824.47455,890.80023,1286.596,66.32568359375,0.6408185492050414,0.42196612277417406,CMA,0.9972617812654306,2.1513836,44.125908950556
Co13.7Cr13.7Fe13.7Ni13.7Cu13.7Al6.9V24.7,CMA,831,892,1289,NAN,NAN,823.1893,887.2515,1284.0608,64.062255859375,0.6410827865621779,0.4210470993855645,CMA,0.9974945875593841,2.1211388,44.487716149153925
Co14.1Cr14.1Fe14.1Ni14.1Cu14.1Al7.0V22.5,CMA,835,904,1299,NAN,NAN,825.74054,897.5526,1292.961,71.81207275390625,0.6386430074121475,0.42363332933576936,CMA,0.9973653639886974,2.0046442,45.08512986122643
Co14.5Cr14.5Fe14.5Ni14.5Cu14.5Al7.3V20.3,CMA,835,906,1301,NAN,NAN,825.2847,898.84674,1294.9153,73.56201171875,0.6373271979325686,0.4239443144738962,CMA,0.9974637669256197,1.9778647,45.556067839915585
Co19.23Cu19.23Fe19.23Mn19.23Ni19.23Sn3.85,CMA,805,893,1331,NAN,NAN,801.4439,895.72736,1323.8145,94.283447265625,0.605405014879174,0.4214675128681649,CMA,0.9972684838448339,1.3217721,5032.334676720642
Co17.39Cr17.39Cu17.39Ni17.39Ni17.39Nb13.04,CMA,903,1105,1468,NAN,NAN,903.3348,1103.2594,1454.743,199.92462158203125,0.6209583079324895,0.467863863583732,CMA,0.9974390184788142,7.063317,5452.381497547012
Co14.29Fe14.29Ni14.29Ni14.29V14.29V14.29Zr14.29,CMA,865,951,1319,NAN,NAN,859.99884,950.8173,1323.8625,90.8184814453125,0.6496133915815482,0.43538354883548624,CMA,0.9969969266450738,13.699683,1871.6142435679933
Co16.7Fe16.7Ni16.7Al16.7Cr33.3,CMA,814,856,1262,NAN,NAN,811.62555,853.93274,1258.3207,42.30718994140625,0.6450069231540091,0.41253860979355456,CMA,0.9974148503202398,1.5887349,10277.150337304938
Co20.0Cr20.0Fe20.0Ni20.0Cu5.0Al15.0,CMA,809,864,1281,NAN,NAN,806.83264,863.3993,1277.9795,56.566650390625,0.6313345765983444,0.41413769519030663,CMA,0.9974777264803111,0.4654368,514.3443825621315
Co21.74Fe21.74Mo13.04Ni21.74V21.74,CMA,944,1158,1471,NAN,NAN,931.65826,1145.1891,1460.8381,213.53082275390625,0.637755985408767,0.4786586460185464,CMA,0.9971286385439191,6.3199434,60325.16519645225
Co14.3Cr14.3Fe14.3Al14.3Ni42.9,CMA,820,923,1352,NAN,NAN,815.5633,921.943,1348.302,106.37969970703125,0.6048817640822468,0.4260630248655613,CMA,0.9974280575634146,1.9305365,3074.486445650858
Co16.7Ni16.7Cr16.7Al16.7Fe33.3,CMA,801,847,1270,NAN,NAN,802.1825,846.659,1266.3823,44.47650146484375,0.6334441659331164,0.4092977839842749,CMA,0.9973593963057409,2.244937,35055.789359261646
Co14.3Cr14.3Fe14.3Ni14.3Cu14.3Al14.3V14.3,CMA,776,820,1268,NAN,NAN,780.56836,824.0318,1269.237,43.46343994140625,0.6149902044608414,0.4020048885165953,CMA,0.9974592772183499,0.4526695,39.37139215913281
Co12.5Fe12.5Mn12.5Ti12.5V37.5Zr12.5,CMA,869,988,1364,NAN,NAN,865.962,987.7013,1356.5308,121.73931884765625,0.6383651587822942,0.4444114833689572,CMA,0.9971292898959621,26.927708,8413.045421471426
Co15.4Cr15.4Fe15.4Al15.4Ni38.5,CMA,820,909,1331,NAN,NAN,815.32904,906.9334,1328.4573,91.6043701171875,0.6137412588504971,0.42305215025882026,CMA,0.9975272748167492,1.6257051,3064.6865297286854
Cr16.7Fe16.7Ni16.7Al16.7Co33.3,CMA,809,861,1278,NAN,NAN,806.6777,855.25116,1271.219,48.573486328125,0.634570185827956,0.41159465388863364,CMA,0.9974481060939433,0.7257751,3374.028851495838
Co13.2Fe13.2Mn13.2Ti13.2V34.2Zr13.2,CMA,866,982,1361,NAN,NAN,863.6942,982.89044,1353.7488,119.19622802734375,0.6380018413134101,0.4432539843976092,CMA,0.9973911880155213,34.708553,8189.911091218425
Co13.7Fe13.7Mn13.7Ti13.7V31.5Zr13.7,CMA,867,982,1359,NAN,NAN,864.5689,982.6241,1352.7622,118.05517578125,0.6391137364701924,0.44315622394195586,CMA,0.997469332337739,38.339687,8026.91926427361
Co16.7Cr16.7Fe16.7Al16.7Ni33.3,CMA,809,861,1278,NAN,NAN,808.83344,859.39655,1275.8835,50.5631103515625,0.6339398593843613,0.41223655472802245,CMA,0.9974563893454731,1.5057797,3057.099680047231
Co20.5Cr20.5Fe20.5Ni20.5Al18.0,CMA,800,846,1270,NAN,NAN,800.137,843.7814,1266.9192,43.64434814453125,0.631561216048173,0.40820436648456127,CMA,0.9971934105557185,0.6330977,2557.1543699035674
Co13.3Fe13.3Mn13.3Ti33.3V13.3Zr13.3,CMA,856,965,1353,NAN,NAN,847.6799,961.2758,1345.901,113.595947265625,0.6298233450977501,0.4382221919986987,CMA,0.9973244579011782,28.20417,2831.9292031157415
Co14.3Fe14.3Mn14.3Ti14.3V28.6Zr14.3,CMA,868,976,1349,NAN,NAN,865.88666,976.5835,1344.5955,110.69683837890625,0.6439755927547766,0.44179660568890916,CMA,0.9972955222245443,38.473087,3934.340365411303
Co18.2Cr18.2Fe18.2Al18.2Ni27.3,CMA,802,849,1270,NAN,NAN,803.90704,848.91693,1270.0231,45.0098876953125,0.6329861729528051,0.40932764566962015,CMA,0.9973774861790566,1.6273435,3054.8474142100226
Co14.3Fe14.3Mn14.3Ti28.6V14.3Zr14.3,CMA,858,968,1353,NAN,NAN,851.30426,966.0442,1348.5005,114.73992919921875,0.6312969610704019,0.4391499700582113,CMA,0.9974558864493883,29.789839,2816.8785481555437
Co15.2Fe15.2Mn15.2Ti15.2V24.2Zr15.2,CMA,867,958,1326,NAN,NAN,865.23083,959.3757,1324.9684,94.14483642578125,0.6530199856441887,0.4380312362335047,CMA,0.9974101462664305,31.056726,3516.388554564218
Co19.1Cr19.1Fe19.1Ni19.1Cu4.8Al19.1,CMA,972,831,1258,NAN,NAN,851.1351,877.4961,1287.4757,26.36102294921875,0.6610882562730391,0.4103112648851641,CMA,0.9972097321014913,0.5979867,44.64045248819149
Co15.4Fe15.4Mn15.4Ti23.1V15.4Zr15.4,CMA,860,967,1350,NAN,NAN,853.92413,966.03973,1346.1707,112.1156005859375,0.6343357215336108,0.43909005163434983,CMA,0.9973695112276382,28.255281,2828.1884196227284
Co15.9Fe15.9Mn15.9Ti15.9V20.6Zr15.9,CMA,865,953,1322,NAN,NAN,863.41455,954.9113,1321.7299,91.49676513671875,0.6532458545102886,0.4370014686015404,CMA,0.9974657202744845,28.396338,3440.125139484831
Co26.67Fe26.67Ni26.67Si19.99,CMA,820,889,1301,NAN,NAN,819.5678,890.05597,1302.7118,70.4881591796875,0.6291244272881417,0.4193867614701714,CMA,0.9975069325975432,2.0914695,3338.6840898330242
Co16.7Cr16.7Fe16.7Mn16.7Nb16.7Ni16.7,CMA,925,1133,1470,NAN,NAN,913.03015,1120.9128,1458.7216,207.8826904296875,0.6259111936746973,0.472609690782881,CMA,0.9974425730023964,8.842047,50182.535207935915
Co15.4Cr15.4Fe30.8Ni15.4Al15.4Mo7.7,CMA,844,972,1381,NAN,NAN,841.3707,980.405,1385.264,139.0343017578125,0.6073720997634579,0.4403079680747204,CMA,0.997500510754824,2.1785471,36180.398744866594
