Alloys,Phase,Tg_K,Tx_K,Tl_K,Rc_mm/s,Dmax_mm
Gd36Y20Al24Co20,MMG,603.0,669.0,1005.0,NAN,1
Gd60Co10Al30,MG,629.0,641.0,1004.0,1000000000,NAN
Gd65Co10Al25,MG,602.0,620.0,984.0,NAN,NAN
Gd70Co5Al25,MG,602.0,650.0,1042.0,NAN,2.5
Gd56Co19Al25,MMG,605.0,668.0,1057.0,NAN,5.5
Gd55Co18Al27,MMG,602.0,679.0,1126.0,NAN,8
Gd54Co17.5Al28.5,MMG,606.0,679.0,1152.0,NAN,3.5
Gd53Co17Al30,MMG,615.0,675.0,1242.0,NAN,1.5
Gd55Ni15Al30,MMG,602.0,648.0,1006.0,NAN,4
Gd60Ni15Al25,MMG,603.0,617.0,952.0,NAN,5
Gd52.5Co18.5Al29,MMG,604.0,653.0,995.0,NAN,NAN
Gd40Y16Al24Co20,MMG,598.0,603.0,955.0,NAN,2
Gd25Ho25Co25Al25,MMG,633.0,638.0,1064.0,NAN,10
Gd52.5Co18.5Al27Zr2,MMG,604.0,664.0,1058.0,NAN,0.02
Gd25Co25Al25Ho24Y1,MG,625.2,664.0,1035.0,NAN,0.02
Gd25Co25Al25Y15Ho10,MMG,626.0,664.0,1049.0,NAN,0.02
Gd25Co25Al25Ho15Y10,MG,631.7,665.0,1074.0,NAN,0.02
Gd20Tb20Dy20Co20Al20,MMG,594.0,652.0,1053.0,NAN,1.5
Gd20Dy20Er20Co20Al20,MMG,610.0,637.0,1065.0,NAN,10
Gd35.64Tb19.8Co19.8Al23.76Fe1,MMG,588.0,624.0,1155.0,NAN,10
Gd35.28Tb19.6Co19.6Al23.52Fe2,MMG,590.0,622.0,1162.0,NAN,10
Gd38.5Ho16.5Al27.5Co17.5,MMG,614.0,694.0,1061.0,NAN,6
Gd19.8Dy19.8Er19.8Co19.8Al19.8Si1,MMG,624.0,697.0,1133.0,NAN,5
Gd19.6Dy19.6Er19.6Co19.6Al19.6Si2,MMG,629.0,694.0,1147.0,NAN,3
Gd19.4Dy19.4Er19.4Co19.4Al19.4Si3,MMG,636.0,695.0,1186.0,NAN,1
Gd19.2Dy19.2Er19.2Co19.2Al19.2Si4,MMG,640.0,682.0,1049.0,NAN,8.5
Ho39Al25Co20Y16,MMG,649.0,707.0,1055.0,NAN,3
Hf64Cu18Ni18,MG,735.0,772.0,1424.0,NAN,NAN
Hf60Cu21Ni19,MG,735.0,783.0,1421.0,NAN,NAN
Hf59Cu18Ni23,MG,719.0,782.0,1393.0,NAN,NAN
Hf57Cu11Ni32,MG,713.0,873.0,1285.0,NAN,NAN
Hf59Cu20Al10Ni8Ti3,MG,749.0,822.0,1419.0,NAN,NAN
Hf65Cu20Ni7.5Al7.5,MMG,780.0,787.0,1442.0,NAN,NAN
Hf70Cu17.5Ni5Al7.5,MMG,703.0,739.0,1026.0,NAN,NAN
Hf65Au17.5Ni10Al7.5,MMG,593.0,758.0,1304.0,NAN,NAN
Hf20Nb20Ti20Ti20Zr20,CMA,824.0,872.0,1344.0,NAN,NAN
Hf51Cu27.75Al12Ni9.25,MMG,777.0,875.0,1278.0,NAN,10
Hf47Cu29.25Ni9.75Al14,MMG,790.0,874.0,1280.0,NAN,10
Hf48Cu29.25Ni9.75Al13,MMG,785.0,875.0,1278.0,NAN,10
Hf47Cu29.25Al14Ni9.75,MMG,790.0,874.0,1280.0,NAN,10
Hf48Cu29.25Al13Ni9.75,MMG,785.0,872.0,1344.0,NAN,8
Hf60Zr5Ti5Cu11.33Ni5.67Al7.5Ga2.5Ge2Si1,MG,751.0,828.0,1326.0,NAN,NAN
Hf12.50Mo12.50Nb25Ti25Zr25,CMA,834.0,915.0,1316.0,NAN,NAN
Hf12.20Mo12.20Nb24.39Si2.44Ti24.39Zr24.39,CMA,831.0,915.0,1291.0,NAN,NAN
Hf11.63Mo11.63Nb23.26Si6.98Ti23.26Zr23.26,CMA,813.0,894.0,1304.0,NAN,NAN
Hf11.11Mo11.11Nb22.22Si11.11Ti22.22Zr22.22,CMA,837.0,883.0,1233.0,NAN,NAN
Hf16.67Mo16.67Nb16.67Ta16.67Zr16.67Zr16.67,CMA,838.0,860.0,1329.0,NAN,NAN
Hf17.39Mo13.04Nb17.39Ti17.39Ti17.39Zr17.39,CMA,813.0,928.0,1301.0,NAN,NAN
Hf10.64Mo10.64Nb21.28Si14.89Ti21.28Zr21.28,CMA,753.0,881.0,1329.0,NAN,NAN
Hf25.0Nb25.0Ti25.0Zr25.0,CMA,815.0,834.0,1263.0,NAN,NAN
Hf10.20Mo10.20Nb20.41Si18.37Ti20.41Zr20.41,CMA,857.0,879.0,1394.0,NAN,NAN
Hf20Mo20Nb20Ti20Ti20,CMA,842.0,1021.0,1241.0,NAN,NAN
Hf25.0Mo12.5Nb25.0Ti25.0V12.5,CMA,840.0,871.0,1304.0,NAN,NAN
Hf20Nb20Zr20Zr20Ta20,CMA,820.0,913.0,1278.0,NAN,NAN
Hf12.50Nb12.50Ta12.50Ti37.50Zr25,CMA,825.0,874.0,1229.0,NAN,NAN
Hf18.18Mo9.09Nb18.18Ta18.18Ti18.18Zr18.18,CMA,825.0,845.0,1229.0,NAN,NAN
Hf18.2Nb18.2Ta18.2Ti18.2Zr18.2Mo9.1,CMA,845.0,846.0,1363.0,NAN,NAN
Hf20Mo20Si20Zr20Ti20,CMA,874.0,961.0,1401.0,NAN,NAN
Hf16.67Mo16.67Ta16.67Ta16.67Zr16.67Zr16.67,CMA,881.0,1021.0,1396.0,NAN,NAN
Hf16.7Mo16.7Nb16.7Ta16.7Ti16.7Zr16.7,CMA,855.0,1026.0,1280.0,NAN,NAN
Hf17.4Nb17.4Ta17.4Ti17.4Zr17.4Mo13,CMA,825.0,912.0,1225.0,NAN,NAN
Hf19.05Mo4.76Nb19.05Ta19.05Ti19.05Zr19.05,CMA,825.0,842.0,1225.0,NAN,NAN
Hf19.1Nb19.1Ta19.1Ti19.1Zr19.1Mo4.8,CMA,842.0,877.0,1386.0,NAN,NAN
Hf20Mo20Ta20Ti20Zr20,CMA,877.0,1013.0,1386.0,NAN,NAN
Hf20Mo20Ta20Ti20Zr20,CMA,809.0,1013.0,1220.0,NAN,NAN
Hf16.7Nb16.7Ta16.7Ti16.7V16.7Zr16.7,CMA,822.0,839.0,1340.0,NAN,NAN
Hf20Mo20Si20Ti20Ti20,CMA,933.0,936.0,1466.0,NAN,NAN
Hf20Nb20Ta20V20W20,CMA,798.0,1139.0,1200.0,NAN,NAN
Ir33Ni28Ta39,NAN,496.2,898.5,1112.0,NAN,3
La55Al25Cu20,MMG,445.6,457.3,725.2,7.26101,2
La66Al14Cu20,NAN,391.6,548.8,929.9,3.86101,3
La55Al25Ni20,MMG,449.0,484.5,734.0,6.86101,NAN
La62Cu24Al14,MMG,401.0,449.0,731.0,NAN,NAN
La66Cu20Al14,MMG,395.0,449.0,734.0,NAN,5
La55Al25Cu20,MMG,455.9,555.1,941.3,NAN,3
La55Al25Ni20,MMG,449.0,490.8,731.0,NAN,2
La66Al14Cu20,MMG,395.0,489.0,756.0,NAN,NAN
La70Al5Cu20Ag5,MMG,431.0,448.0,724.0,NAN,1
La68Al14Cu9Ni9,MMG,405.0,429.0,763.0,NAN,0.5
La70Al14Cu8Ni8,MMG,404.0,529.0,878.0,NAN,NAN
La55Al25Cu15Ni5,MMG,459.0,552.0,899.0,NAN,NAN
La55Al25Cu5Ni15,MMG,472.0,518.0,759.0,NAN,NAN
La55Al5Cu20Ag20,MMG,469.0,503.0,859.0,NAN,NAN
La55Al25Cu15Ag5,MMG,452.0,503.0,823.0,NAN,NAN
La55Al20Cu20Ag5,MMG,429.0,515.0,752.0,NAN,NAN
La50Al25Cu20Ag5,MMG,467.0,503.0,860.0,NAN,3
La55Al25Ag5Cu15,MMG,452.0,458.0,716.0,NAN,NAN
La65Cu20Al10Ag5,MMG,380.0,458.0,716.0,NAN,NAN
La65Al10Cu20Ag5,MMG,380.0,481.0,759.0,NAN,NAN
La60Cu20Al15Ag5,MMG,401.0,455.0,722.0,NAN,NAN
La62Cu22Al14Ag2,MMG,401.0,456.0,729.0,NAN,NAN
La62Cu20Al14Ag4,MMG,404.0,456.0,730.0,NAN,NAN
La62Cu19Al14Ag5,MMG,405.0,458.0,739.0,NAN,NAN
La62Cu17Al14Ag7,MMG,406.0,457.0,736.0,NAN,NAN
La62Cu18Al14Ag6,MMG,406.0,458.0,744.0,NAN,NAN
La62Cu16Al14Ag8,MMG,407.0,481.0,774.0,NAN,NAN
La60Al15Cu20Ag5,MMG,410.0,458.0,716.0,NAN,5
La65Al10Ag5Cu20,MMG,380.0,481.0,759.0,NAN,5
La60Al15Ag5Cu20,MMG,401.0,455.0,722.0,NAN,5
La62Al14Cu22Ag2,MMG,401.0,456.0,730.0,NAN,5
La62Al14Cu19Ag5,MMG,405.0,458.0,739.0,NAN,5
La62Al14Cu17Ag7,MMG,406.0,457.0,736.0,NAN,5
La62Al14Cu18Ag6,MMG,406.0,456.0,729.0,NAN,8
La62Al14Cu20Ag4,MMG,404.0,458.0,744.0,NAN,5
La62Al14Cu16Ag8,MMG,407.0,503.0,823.0,NAN,4
La55Al20Ag5Cu20,MMG,429.0,452.0,744.0,NAN,12
La62Cu12Ni12Al14,MMG,423.0,547.0,835.0,NAN,5
La55Al25Ni10Cu10,MMG,446.0,467.0,738.0,22.5,10
La62Al14Cu12Ni12,MMG,417.0,456.0,729.0,NAN,8
La66Al14Cu10Ni10,MMG,404.0,513.0,1104.0,NAN,NAN
La55Al15Cu20Ag10,MMG,465.0,483.0,787.0,NAN,2
La55Al15Ag10Cu20,MMG,416.0,557.0,835.0,NAN,NAN
La55Al25Cu10Ni10,MMG,467.0,483.0,787.0,NAN,NAN
La55Al10Cu20Ag15,MMG,416.0,446.0,770.0,NAN,NAN
La55Cu20Al15Ag10,MMG,421.0,431.0,674.0,NAN,1.5
La66Al14Cu10Ni010,MMG,405.0,449.0,728.0,NAN,NAN
La62Al14Cu9.6Ni14.4,MMG,413.0,426.0,743.0,NAN,1
La68Al13.2Cu9.4Ni9.4,MMG,400.0,498.0,852.0,NAN,NAN
La62Al14Cu4.8Ni19.2,MMG,425.0,498.0,852.0,NAN,NAN
La55Cu20Al17.5Ag7.5,MMG,425.0,482.0,747.0,NAN,NAN
La55Al17.5Cu20Ag7.5,MMG,426.0,498.0,852.0,NAN,3
La55Al17.5Ag7.5Cu20,MMG,425.0,431.0,740.0,NAN,NAN
La62Al14Cu19.2Ni4.8,MMG,402.0,463.0,737.0,NAN,NAN
La62Al14Cu14.4Ni9.6,MMG,404.0,472.0,721.0,NAN,NAN
La62.5Cu20Al12.5Ag5,MMG,389.0,472.0,722.0,NAN,NAN
La62.5Al12.5Cu20Ag5,MMG,389.0,472.0,721.0,NAN,6
La62.5Al12.5Ag5Cu20,MMG,389.0,440.0,719.0,NAN,10
La62Cu24Al9.8Mg4.2,MMG,386.0,541.0,822.0,NAN,9
La70Al12.4Cu8.8Ni8.8,MMG,397.0,418.0,759.0,NAN,0.5
La55Al25Ni5Cu10Co5,MMG,465.2,541.8,822.5,NAN,9
La62Cu24Al10.5Mg3.5,MMG,386.0,431.0,712.0,NAN,10
La32Ce32Al16Ni5Cu15,MMG,403.0,451.0,712.0,NAN,10
La62Cu24Al10.8Mg3.2,MMG,387.0,421.0,710.0,NAN,10
La57Al14Cu14.5Ni14.5,MMG,433.0,480.0,817.0,NAN,NAN
La59Al14Cu13.5Ni13.5,MMG,428.0,463.0,778.0,NAN,NAN
La58.6Al17Cu12.2Ni12.2,MMG,421.0,489.0,774.0,NAN,5
La19.5Ce45.5Al10Co25,MMG,416.0,436.0,778.0,NAN,9
La26Ce39Al10Co25,MMG,425.0,448.0,789.0,NAN,12
La32.5Ce32.5Al10Co25,MMG,427.0,453.0,776.0,NAN,15
La39Ce26Al10Co25,MMG,437.0,467.0,835.0,NAN,20
La45.5Ce19.5Al10Co25,MMG,437.0,472.0,850.0,NAN,25
La52Ce13Al10Co25,MMG,439.0,476.0,869.0,NAN,12
La62Al15.6Cu11.2Ni11.2,MMG,410.0,453.0,712.0,NAN,11
La62.5Cu15Al12.5Ag5Fe5,MMG,390.0,445.0,713.0,NAN,NAN
La62.5Cu15Al12.5Ag5Co5,MMG,397.0,474.0,700.0,NAN,NAN
La62.5Al12.5Ag5Cu15Fe5,MMG,390.0,445.0,713.0,NAN,6
La32Ce32Al16Ni5Cu7Co8,MMG,416.0,471.0,739.0,NAN,10
La62Al14Cu10Ag2Ni6Co6,MMG,429.0,471.0,698.0,NAN,16
La62.5Al12.5Ag5Cu15Co5,MMG,397.0,474.0,700.0,NAN,9
La59.6Al16.5Cu11.9Ni11.9,MMG,416.0,475.0,750.0,NAN,8
La32Ce32Al16Ni5Cu5Co10,MMG,424.0,472.0,767.0,NAN,10
La32Ce32Al16Ni5Cu10Co5,MMG,413.0,467.0,718.0,NAN,12
La32Ce32Al16Ni5Cu12Co3,MMG,406.0,455.0,709.0,NAN,10
La60.5Al16.3Cu11.6Ni11.6,MMG,414.0,465.0,734.0,NAN,8
La55.4Al18.4Cu13.1Ni13.1,MMG,426.0,491.0,881.0,NAN,2
La56.5Al17.9Cu12.8Ni12.8,MMG,433.0,492.0,823.0,NAN,2
La64.6Al14.6Cu10.4Ni10.4,MMG,406.0,442.0,706.0,NAN,5
La59.6Al16.6Cu11.9Ni11.9,MMG,422.0,460.0,728.0,NAN,NAN
La62Al15.7Cu11.15Ni11.15,MMG,435.0,461.0,926.0,NAN,NAN
La63.1Al15.2Cu10.85Ni10.85,MMG,408.0,448.0,709.0,NAN,10
La57.6Al17.5Cu12.45Ni12.45,MMG,425.0,499.0,790.0,NAN,8
La61.4Al15.9Cu11.35Ni11.35,MMG,413.0,459.0,729.0,NAN,10.5
La62.5Cu17.5Al12.5Ag5Co2.5,MMG,393.0,473.0,712.0,NAN,NAN
La62.5Cu17.5Al12.5Ag5Fe2.5,MMG,391.0,464.0,711.0,NAN,NAN
La62.5Al12.5Ag5Cu17.5Co2.5,MMG,393.0,473.0,712.0,NAN,8
La62.5Al12.5Ag5Cu17.5Fe2.5,MMG,391.0,464.0,711.0,NAN,7
La62Al14Cu16.66Ag3.33Ni2Co2,MMG,412.0,472.0,713.0,NAN,16
La62Al14Cu13.33Ag2.66Ni4Co4,MMG,415.0,477.0,708.0,NAN,16
La62Al14Cu11.66Ag2.33Ni5Co5,MMG,418.0,491.0,703.0,NAN,20
La62Al14Cu16.667Ag3.333Ni2Co2,MMG,412.0,472.0,713.0,NAN,20
La55Al25Co20,MMG,477.0,540.0,771.0,NAN,5
La55Al25Ni5Cu15,MMG,445.0,531.0,826.0,NAN,NAN
La55Al25Ni15Cu5,MMG,467.0,541.0,868.0,NAN,NAN
La61.4Al15.9Ni11.35Cu11.35,MMG,419.0,465.0,729.0,NAN,NAN
Lu45Y10Al25Co20,MMG,698.0,775.0,1136.0,NAN,5
Mg68Ca4Zn28,MMG,359.0,378.0,651.0,NAN,NAN
Mg66Ca4Zn30,MG,339.0,399.0,679.0,NAN,NAN
Mg70Ca4Zn26,MG,359.0,399.0,671.0,NAN,NAN
Mg70Ca6Zn24,MG,393.0,414.0,715.0,NAN,NAN
Mg68Ca6Zn26,MG,401.0,424.0,679.0,NAN,NAN
Mg72Ca4Zn24,MG,339.0,399.0,669.0,NAN,NAN
Mg64Ca4Zn32,MG,348.0,412.0,696.0,NAN,NAN
Mg62Ca4Zn34,MG,348.0,417.0,713.0,NAN,NAN
Mg60Ca4Zn36,MG,351.0,423.0,739.0,NAN,NAN
Mg70Zn26Ca4,MG,413.0,425.0,633.0,NAN,NAN
Mg71Zn25Ca4,MG,336.0,356.0,671.0,NAN,2
Mg68Zn28Ca4,MG,359.0,378.0,665.0,NAN,3.5
Mg66Zn30Ca4,MMG,365.0,378.0,653.0,NAN,4
Mg70La17Ni13,MG,474.0,480.0,803.0,NAN,NAN
Mg65Ag25Gd10,MMG,475.0,481.2,773.8,NAN,7
Mg58Cu30.5Y11.5,MMG,424.0,475.0,738.0,NAN,0.1
Mg60Ni20La20,MMG,458.0,474.0,803.0,NAN,0.35
Mg65Ni20La15,MMG,451.0,485.0,851.0,NAN,0.2
Mg57Ni26La17,MMG,454.0,480.0,812.0,NAN,0.5
Mg75Ni15Gd10,MMG,449.0,499.0,831.0,NAN,2
Mg69Ni15La16,MMG,455.0,482.0,799.1,NAN,3
Mg69Ni18La13,MMG,449.0,481.0,800.0,NAN,1
Mg70Ni20La10,MMG,447.0,478.0,797.0,NAN,0.5
Mg50Ni30La20,MMG,453.0,475.0,791.0,NAN,0.4
Mg71Ni18La11,MMG,451.0,510.0,841.0,NAN,1
Mg65Ni20Nd15,MMG,456.3,479.0,796.0,NAN,0.5
Mg80Ni10Nd10,MMG,455.5,498.4,799.1,NAN,3.5
Mg75Ni15Nd10,MMG,464.6,471.8,881.0,NAN,0.6
Mg70Ni15Nd15,MMG,469.4,485.0,815.0,3.06101,2.8
Mg61Cu28Gd11,MMG,422.0,491.7,848.9,1.36103,1.5
Mg65Cu25Gd10,MMG,413.0,483.0,737.0,4.66101,12
Mg65Cu25Er10,MMG,422.0,473.0,739.0,1.86102,7
Mg65Cu25Dy10,MMG,422.0,480.0,766.0,NAN,3
Mg63Cu27Gd10,MMG,418.0,492.0,750.0,1,3
Mg61Cu29Gd10,MMG,420.0,481.0,755.0,NAN,4
Mg59Cu31Gd10,MMG,424.0,480.0,762.0,NAN,4
Mg65Cu25Pr10,MMG,413.0,482.0,769.0,NAN,4
Mg65Cu25Ho10,MMG,417.0,446.0,784.0,NAN,1
Mg65Cu25Nd10,MMG,423.0,473.0,751.0,NAN,1
Mg72Ca12Zn16,MMG,378.0,456.0,744.0,NAN,1
Mg63Ca15Zn22,MMG,383.0,429.0,703.0,NAN,NAN
Mg76.9Ag15.4Y7.7,MG,410.0,453.0,723.0,NAN,NAN
Mg75.0Ag17.3Y7.7,MG,414.0,456.0,742.0,NAN,1.5
Mg73.1Ag19.2Y7.7,MMG,416.0,450.0,739.0,NAN,1.5
Mg72.7Ag18.2Y9.1,MMG,412.0,446.0,729.0,NAN,2.5
Mg70.0Ag20.9Y9.1,MMG,417.0,441.0,739.0,NAN,1
Mg69.2Ag23.1Y7.7,MMG,419.0,459.0,746.0,NAN,1
Mg67.3Ag23.6Y9.1,MMG,419.0,458.0,729.0,NAN,2
Mg67.3Ag25.0Y7.7,MMG,421.0,450.0,737.0,NAN,1.5
Mg65.0Ag26.6Y8.4,MMG,421.0,457.0,757.0,NAN,2
Mg63.6Ag27.3Y9.1,MMG,423.0,454.0,784.0,NAN,1.5
Mg57Al3Cu30Y10,MMG,415.0,450.0,788.0,NAN,1.5
Mg65Cu25Gd5Y5,MMG,413.0,453.0,1043.0,NAN,NAN
Mg79Zn17Ca3Sr1,MMG,346.6,486.0,755.0,NAN,5
Mg80Zn16Ca3Sr1,MMG,347.2,382.6,679.2,NAN,NAN
Mg81Zn15Ca3Sr1,NAN,349.9,380.5,682.4,NAN,NAN
Mg82Zn14Ca3Sr1,NAN,351.6,379.6,686.1,NAN,NAN
Mg81Ca10Au7Yb2,NAN,379.7,418.0,687.9,NAN,NAN
Mg65Cu15Y10Ag10,NAN,432.0,482.0,817.0,NAN,NAN
Mg58.5Cu30.5Y11,MMG,422.0,474.0,732.0,NAN,NAN
Mg54Cu28Ag7Y11,MMG,433.0,496.0,762.0,NAN,9
Mg60Ni23.6La16.4,MMG,450.0,501.0,724.0,NAN,NAN
Mg61.5Cu29.5Gd9,MMG,433.0,490.0,819.0,NAN,2.5
Mg63.5Cu27.5Gd9,MMG,425.0,472.0,785.0,NAN,4
Mg69Ni15Gd10Ag6,MMG,439.2,469.0,773.0,NAN,4
Mg71Ni15Gd10Ag4,MMG,440.3,474.5,756.9,NAN,7
Mg74Ni15Gd10Ag1,MMG,442.3,485.0,773.5,NAN,4
Mg73Ni15Gd10Ag2,MMG,442.3,482.7,791.4,NAN,3
Mg70Ni15Gd10Ag5,MMG,449.6,488.7,779.8,NAN,3.5
Mg68Ni15Gd10Ag7,MMG,437.3,479.1,764.2,NAN,5
Mg65Cu15Ag10Y10,MMG,428.0,472.8,746.9,NAN,4
Mg62.5Cu26.5Gd11,MMG,427.0,469.0,694.0,NAN,NAN
Mg60.5Cu28.5Gd11,MMG,425.0,483.0,748.0,NAN,9
Mg58.5Cu30.5Gd11,MMG,427.0,485.0,755.0,NAN,8
Mg65Cu20Ni5Gd10,MMG,420.0,490.0,753.0,NAN,8
Mg64.5Cu24.5Gd11,MMG,413.0,481.0,786.0,NAN,5
Mg65Cu15Ag10Er10,MMG,427.0,472.0,739.0,NAN,6
Mg60Ni23.6Y1La15.4,MMG,454.0,465.0,733.0,NAN,6
Mg57Cu31Y6.6Nd5.4,MMG,427.0,491.0,827.0,NAN,3
Mg57Cu31.5Y8Nd3.5,MMG,426.0,491.0,778.0,NAN,14
Mg60Ni23.6La15.4Y1,MMG,454.0,501.0,778.0,NAN,12
Mg60Ni23.6Y1La15.4,MMG,454.0,491.0,827.0,NAN,NAN
Mg65Cu15Ag10Gd10,MMG,416.0,491.0,827.0,NAN,3
Mg59.4Al0.6Cu30Y10,MMG,419.0,459.0,686.0,NAN,7.5
Mg55.8Al4.2Cu30Y10,MMG,411.0,459.0,1041.0,NAN,NAN
Mg57.6Al2.4Cu30Y10,MMG,411.0,445.0,1044.0,NAN,NAN
Mg58.8Al1.2Cu30Y10,MMG,421.0,455.0,1042.0,NAN,NAN
Mg56Cu29.7Ag3.3Y11,MMG,426.0,454.0,1041.0,NAN,NAN
Mg65Cu15Ag10Y4Gd6,MMG,424.0,509.0,725.0,NAN,NAN
Mg65Cu15Ag10Y2Gd8,MMG,420.0,467.0,682.0,NAN,8
Mg57Cu31.5Y9.2Nd2.3,MMG,428.0,464.0,683.0,NAN,9
Mg60Ni23.6La15.9B0.5,MMG,454.0,502.0,777.0,NAN,10
Mg60Ni23.6La15.9Y0.5,MMG,456.0,493.0,824.0,NAN,NAN
Mg54Cu24.5Ag10.5Y11,MMG,432.0,492.0,829.0,NAN,NAN
Mg60Ni23.6La15.9Si0.5,MMG,457.0,493.0,714.0,NAN,NAN
Mg56.5Cu27Ag5Dy11.5,MMG,434.0,492.0,828.0,NAN,NAN
Mg60Ni23.6B0.5La15.9,MMG,454.0,492.0,829.0,NAN,4
Mg60Ni23.6Si0.5La15.9,MMG,457.0,493.0,824.0,NAN,2
Mg65Cu15Ag5Pd5Gd10,MMG,430.0,492.0,828.0,NAN,1
Mg60Ni23.6La16.15Y0.25,MMG,456.0,472.0,748.0,NAN,10
Mg60Ni23.6La15.65Y0.75,MMG,456.0,491.0,829.0,NAN,NAN
Mg60Ni23.6La13.51B2.89,MMG,453.0,495.0,839.0,NAN,NAN
Mg60Ni23.6La16.15Si0.25,MMG,453.0,498.0,811.0,NAN,NAN
Mg67.32Zn27.72Ca3.96Ga1,MMG,358.0,492.0,826.0,NAN,NAN
Mg60Ni23.6Y0.25La16.15,MMG,378.0,456.0,664.0,NAN,5
Mg60Ni23.6B2.89La13.51,MMG,453.0,491.0,829.0,NAN,3.5
Mg59.5Cu22.9Ag6.6Gd11,MMG,425.0,498.0,811.0,NAN,1
Mg60Ni23.6Y0.75La15.65,MMG,456.0,472.0,734.0,NAN,27
Mg60Ni23.6Si0.25La16.15,MMG,453.0,495.0,839.0,NAN,4
Mg65Cu7.5Ni7.5Zn5Ag5Y10,MMG,437.0,492.0,826.0,NAN,1
Mg67.66Zn27.86Ca3.98Ga0.50,MMG,358.0,468.0,765.0,NAN,NAN
Mg60Ni23.6La15.4Y0.5Si0.5,MMG,372.0,457.0,703.0,NAN,2
Mg60Ni23.6La15.8Y0.5Si0.1,MMG,453.0,490.0,824.0,NAN,NAN
Mg65Cu7.5Ni7.5Ag5Zn5Y10,MMG,430.0,494.0,828.0,NAN,NAN
Mg67.83Zn27.93Ca3.99Ga0.25,MMG,358.0,459.0,728.0,NAN,9
Mg67.49Zn27.79Ca3.97Ga0.75,MMG,359.0,375.0,733.0,NAN,0.5
Mg67.15Zn27.65Ca3.95Ga1.25,MMG,358.0,378.0,677.0,NAN,3.5
Mg60Ni23.6Y0.5Si0.1La15.8,MMG,376.0,453.0,668.0,NAN,3.5
Mg60Ni23.6Y0.5Si0.5La15.75,MMG,457.0,494.0,828.0,NAN,1.5
Mg65Cu7.5Ni7.5Ag5Zn5Gd10,MMG,440.0,490.0,824.0,NAN,1
Mg60Ni23.6Y0.25Si0.25La15.9,MMG,456.0,477.0,726.0,NAN,11
Mg65Cu7.5Ni7.5Ag5Zn5Gd5Y5,MMG,434.0,492.0,824.0,NAN,2
Mg60Ni23.6La15.9Y0.25Si0.25,MMG,456.0,472.0,718.0,NAN,14
Mg65Cu7.5Ni7.5Ag5Zn5Gd2.5Y7.5,MMG,433.0,492.0,824.0,NAN,NAN
Mg65Cu7.5Ni7.5Ag5Zn5Gd7.5Y2.5,MMG,438.0,473.0,735.0,NAN,9.5
Mn14.3Cr28.6Fe28.6Ni14.3Cu14.3,MMG,474.0,719.0,978.0,NAN,13
Mn25Cr12.5Fe25Ni12.5Cu25,MMG,847.0,901.0,1399.0,NAN,NAN
Mn28.6Cr14.3Fe14.3Ni28.6Cu14.3,CMA,814.0,901.0,1330.0,NAN,NAN
Mn11.1Co22.2Fe22.2Ni22.2Cu22.2,CMA,814.0,1001.0,1330.0,NAN,NAN
Mn22.2Cr22.2Fe11.1Ni22.2Cu22.2,CMA,837.0,901.0,1436.0,NAN,NAN
Mn23.26Cr23.26Fe34.88Ni11.63Al6.98,CMA,813.0,865.0,1330.0,NAN,NAN
Mn22.22Cr22.22Cr33.33Fe11.11Al11.11,CMA,813.0,903.0,1277.0,NAN,NAN
Mo6.98Nb23.26Ti23.26V23.26Zr23.26,CMA,817.0,846.0,1240.0,NAN,NAN
Mo18.18Nb18.18Ti18.18V27.27Zr18.18,CMA,816.0,957.0,1245.0,NAN,NAN
Mo18.2Nb18.2Ti18.2V27.3Zr18.2,CMA,856.0,957.0,1342.0,NAN,NAN
Mo16.67Nb16.67Ti16.67V33.33Zr16.67,CMA,856.0,965.0,1342.0,NAN,NAN
Mo16.7Nb16.7Ti16.7V33.3Zr16.7,CMA,861.0,965.0,1345.0,NAN,NAN
Mo25Nb25Ti25Zr25,CMA,861.0,967.0,1345.0,NAN,NAN
Mo20Nb20Ti20V20Zr20,CMA,862.0,959.0,1346.0,NAN,NAN
Mo20Nb20Ti20V20Zr20,CMA,854.0,959.0,1346.0,NAN,NAN
Mo14.29Nb14.29Ti14.29V42.86Zr14.29,CMA,854.0,967.0,1346.0,NAN,NAN
Mo14.3Nb14.3Ti14.3V42.9Zr14.3,CMA,861.0,967.0,1349.0,NAN,NAN
Mo14.89Nb21.28Ti21.28V21.28Zr21.28,CMA,861.0,883.0,1349.0,NAN,NAN
Mo20Cr20Fe20Ni20Cu20,CMA,847.0,1156.0,1251.0,NAN,NAN
Mo22.22Nb22.22Ti22.22V11.11Zr22.22,CMA,878.0,961.0,1397.0,NAN,NAN
Mo29.82Nb17.54Ti17.54V17.54Zr17.54,CMA,857.0,982.0,1346.0,NAN,NAN
Mo27.27Nb18.18Ti18.18V18.18Zr18.18,CMA,870.0,964.0,1355.0,NAN,NAN
Mo21.05Nb21.05Ti21.05V15.79Zr21.05,CMA,860.0,959.0,1345.0,NAN,NAN
Mo24.53Nb18.87Ti18.87V18.87Zr18.87,CMA,855.0,957.0,1346.0,NAN,NAN
Mo25Nb25Ta25Ti25,CMA,858.0,1108.0,1340.0,NAN,NAN
Mo25Nb25Ta25V25,CMA,934.0,1093.0,1423.0,NAN,NAN
Mo20Nb20Ta20Ti20V20,CMA,919.0,1116.0,1428.0,NAN,NAN
