"Alloys","Phase","Tg","Tx","Tl","Rc_mm/s","Dmax_mm"
"Fe43.2Ni28.8B19.2Si4.8Nb4","MMG",769,825,"NAN","NAN",2
"Fe64.8Ni7.2B19.2Si4.8Nb4","MMG",855,900,1335,"NAN","NAN"
"Fe36Ni36B19.2Si4.8Nb4","MMG",758,810,1323,"NAN","NAN"
"Fe57.6Ni14.4B19.2Si4.8Nb4","MMG",816,867,"NAN","NAN",2
"Fe64.8Co7.2B19.2Si4.8Nb4","MMG",832,877,1460,"NAN",2
"Fe57.6Co14.4B19.2Si4.8Nb4","MMG",830,880,1431,"NAN",2.5
"Fe50.4Co21.6B19.2Si4.8Nb4","MMG",828,878,1413,"NAN",3.5
"Fe36Co36B19.2Si4.8Nb4","MMG",820,870,1397,"NAN",5
"Fe43.2Co28.8B19.2Si4.8Nb4","MMG",825,875,1407,"NAN",4
"Fe47.6Mn17Cr3.4Zr7Nb3B22","MMG",886,964,1443,"NAN","NAN"
"Fe46.92Mn17.68Cr3.4Zr10B19C3","MMG",853,923,1423,"NAN","NAN"
"Fe48.3Mn18.2Cr3.5Zr4Nb4B22","MMG",868,946,1400,"NAN","NAN"
"Fe46.92Mn17.68Cr3.4Zr6Nb2B24","MMG",864,942,1413,"NAN","NAN"
"Fe46.92Mn17.68Cr3.4Zr4Nb4B24","MMG",886,971,1413,"NAN","NAN"
"Fe39Ni39B15.57Si2.75Nb2.3P1.38","MMG",722,"NAN","NAN","NAN",16
"Fe38.4Co9.6Cr15Mo14C15B6Tm2","MMG","NAN","NAN","NAN","NAN",16
"Fe28.8Co19.2Cr15Mo14C15B6Tm2","MMG","NAN",842,1380,"NAN",2.5
"Fe45.325Co19.425Mo14C15B6Er0.25","MMG",777,844,1395,"NAN",3
"Fe51.8Co12.95Mo14C15B6Er0.25","MMG",779,843,1399,"NAN",3
"Fe58.275Co6.475Mo14C15B6Er0.25","MMG",782,838,1394,"NAN",4
"Fe57.825Co6.425Mo14C15B6Er0.75","MMG",781,807,1446,"NAN",1
"Fe25Ni20Cr25Mo10P12C4B4","MMG",752,852,1489,"NAN",1
"Fe20Ni20Cr25Mo15P12C4B4","MMG",800,829.89,1400.66,"NAN",1.5
"Fe75.924Si9.5904B8.3916P5.994Sn0.1","MMG",794.83,825.53,1406.48,"NAN",1.5
"Fe75.772Si9.5712B8.3748P5.982Sn0.3","MMG",796.92,825.49,1415.78,"NAN",1
"Fe75.544Si9.5424B8.3496P5.964Sn0.6","MMG",800.66,871,1424,"NAN",4
"Fe52.65Co5.85Cr6Mo14C15B6Er0.5","MMG",813,849,1417,"NAN",3
"Fe52.65Co5.85Cr6Mo14C18B3Er0.5","MMG",805,846,1419,"NAN",2
"Fe52.65Co5.85Cr6Mo14C19B2Er0.5","MMG",802,831,1346,"NAN",2.5
"Fe75.924Si9.5904B8.3916P5.994Cu0.1","MMG",785,842,1403,"NAN",2
"Fe58.3875Co6.4875Mo14C15B6Er0.125","MMG",781,885,1436,"NAN","NAN"
"Fe40.795Co6.965Cr14.925Mo13.93Y1.99C14.925B5.97Cu0.5","MMG",825,874,1474,"NAN",3.5
"Fe41.9Co27.94B18.62Si4.656Nb3.88Cr3","CMA",831,840,1438,"NAN",0
"Fe19.23Ni38.46Mn19.23Co19.23Al3.85","MMG",1007,721,"NAN","NAN",2.2
"Fe25.83Co25.83Ni25.84P10B10Cr2.5","MMG",692,874,1481,"NAN",3
"Fe41.47Co27.65B18.43Si4.608Nb3.84Cr4","MMG",833,835,1316,"NAN",4
"Fe68.3C6.9Si2.5B6.7P8.8Cr2.2Mo2.5Al2.1","MMG",795,871,1462,"NAN",4
"Fe42.77Co28.51B19.01Si4.752Nb3.96Cr1","MMG",827,873,1469,"NAN",4
"Fe42.34Co28.22B18.82Si4.704Nb3.92Cr2","MMG",830,890,"NAN","NAN",2.5
"Fe57.6Co7.2Ni7.2B19.2Si4.8Nb4","MMG",835,"NAN","NAN","NAN",2
"Fe43.2Co7.2Ni21.6B19.2Si4.8Nb4","MMG",792,865,"NAN","NAN",4
"Fe43.2Co14.4Ni14.4B19.2Si4.8Nb4","MMG",800,878,"NAN","NAN",4
"Fe43.2Co21.6Ni7.2B19.2Si4.8Nb4","MMG",813,870,1452,"NAN","NAN"
"Fe68.7C7.0Si3.3B5.5P8.7Cr2.3Al2.0Mo2.5","MMG",794,825,1227,"NAN",6
"Fe66.7C7.0Si3.3B5.5P8.7Cr2.3Al2.0Mo4.5","MMG",796,832,1222,"NAN",4
"Fe64.7C7.0Si3.3B5.5P8.7Cr2.3Al2.0Mo6.5","MMG",803,882,1435,"NAN","NAN"
"Fe40.8975Co6.9825Cr14.9625Mo13.965Y1.995C14.9625B5.985Cu0.25","MMG",818,871,1462,"NAN",4
"Fe42.768Co28.512B19.008Si4.752Nb3.96Cr1","MMG",827,873,1469,"NAN",4
"Fe42.336Co28.224B18.816Si4.704Nb3.92Cr2","MMG",830,874,1474,"NAN",3.5
"Fe41.904Co27.936B18.624Si4.656Nb3.88Cr3","MMG",831,874,1481,"NAN",3
"Fe41.472Co27.648B18.432Si4.608Nb3.84Cr4","MMG",833,"NAN",1411,"NAN",12
"Fe43.6355Cr4.925Co4.925Mo12.608Mn11.032C15.563B5.8115Y1.5","MMG",804,712,"NAN","NAN",2
"Fe26.66Co26.66Ni26.68P10B10","MMG",686,759,"NAN","NAN",1.5
"Fe25Co25Ni25P10C2.5B7.5Si5","MMG",720,745,"NAN","NAN",2
"Fe25Co25Ni25P10C5B5Si5","MMG",705,813,"NAN","NAN",2.8
"Fe25Co25Ni25Si7.5B17.5","MMG",788,805,"NAN","NAN",2.5
"Fe24.925Co24.925Ni24.925Si7.4775B17.4475Cu0.3","MMG",786,803,"NAN","NAN",2.4
"Fe24.85Co24.85Ni24.85Si7.455B17.395Cu0.6","MMG",784,800,"NAN","NAN",2
"Fe24.775Co24.775Ni24.775Si7.4325B17.3425Cu0.9","MMG",783,796,"NAN","NAN",2
"Fe24.7Co24.7Ni24.7Si7.41B17.29Cu1.2","MMG",782,749,"NAN","NAN",1
"Fe25Co25Ni25P7.5C7.5B10","MMG",702,730,"NAN","NAN",1
"Fe25Co25Ni25P12.5C7.5B5","MMG",674,828,"NAN","NAN",2
"Fe75.772Si9.5712B8.3748P5.982Cu0.3","MMG",781,"NAN","NAN","NAN",2.5
"Fe79.7Cu0.3P13C7","MMG",673,802,"NAN","NAN","NAN"
"Fe70.645Nb5.97B22.885Cu0.5","MMG",748,848,1390,"NAN","NAN"
"Fe30Co30Cr30Al10","CMA",841,982,1439,"NAN","NAN"
"Fe36Co21Cr18Ni15Al10","CMA",796,1009,1260,"NAN","NAN"
"Fe36Mn21Cr18Ni15Al10","CMA",836,860,1391,"NAN","NAN"
"Fe22.7Co22.7Ni22.7Cu22.7Mo9.1","CMA",874,997,1410,"NAN","NAN"
"Fe21.7Co21.7Ni21.7Cu21.7Mo13","CMA",821,1027,1311,"NAN","NAN"
"Fe35.0Co20.0Cr17.0Ni12.0Al12.0Ti4","CMA",797,897,1252,"NAN","NAN"
"Fe35.0Mn20.0Cr17.0Ni12.0Al12.0Ti4","CMA",828,832,1438,"NAN","NAN"
"Fe18.18Co18.18Cr18.18Cr18.18Cu18.18Al9.09","CMA",829,892,1438,"NAN","NAN"
"Fe18.87Co18.87Ni18.87Cr18.87Cu18.87Al5.66","CMA",994,711,"NAN","NAN","NAN"
"Fe80P13C7","NAN",677,686,1240,"NAN",1
"Fe50Ni30P13C7","MMG",653,823,"NAN","NAN","NAN"
"Fe88Zr8B4","NAN","NAN",775,1293,"NAN","NAN"
"Fe20Co20Cr20Al40","CMA",835,833,"NAN","NAN",5.5
"Fe59Cr15Mo6Si2B4P10C4","MMG",768,803,1300,"NAN","NAN"
"Fe25Co25Cr25Al25","CMA",871,805,"NAN","NAN",4.5
"Fe54Co5Cr15Mo6Si2B4P10C4","MMG",765,800,"NAN","NAN",4
"Fe54Ni5Cr15Mo6Si2B4P10C4","MMG",762,918,1412,"NAN","NAN"
"Fe20Co20Ni20Cu20Mo20","CMA",800,1080,1258,"NAN","NAN"
"Fe26.7Co26.7Cr26.7Al20","CMA",837,838,1370,"NAN","NAN"
"Fe20Ni20Cr20Cu20Zr20","CMA",892,955,1434,"NAN","NAN"
"Fe20.8Co20.8Ni20.8Cu20.8Mo16.7","CMA",801,1066,1263,"NAN","NAN"
"Fe16.67Co16.67Ni16.67Cr16.67Cu16.67Al16.67","CMA",773,843,1266,"NAN","NAN"
"Fe15.38Co15.38Ni15.38Cr15.38Cu15.38Al23.08","CMA",802,815,1288,"NAN","NAN"
"Fe16.13Ni32.26Ni16.13Cu16.13Al19.35","CMA",861,916,1446,"NAN","NAN"
"Fe17.86Ni35.71Fe17.86Mo17.86Al10.71","CMA",776,1104,1286,"NAN","NAN"
"Fe14.29Co14.29Ni14.29Cr14.29Cu14.29Al28.57","CMA",783,832,1310,"NAN","NAN"
"Fe13.70Co13.70Ni13.70Cr13.70Cu13.70Al31.51","CMA",783,855,1302,"NAN","NAN"
"Fe12.82Co12.82Ni12.82Cr12.82Cu12.82Al35.90","CMA",466,762,849,"NAN","NAN"
"Fe12.50Co12.50Ni12.50Cr12.50Al12.50Al37.50","CMA",296,875,1396,"NAN","NAN"
"Fe16.67Mo16.67Nb16.67Ti16.67Nb16.67Zr16.67","CMA",1018,"NAN","NAN","NAN","NAN"
"Fe65 Mo14C15B6","MMG","NAN","NAN","NAN","NAN","NAN"
"Fe41.5Ni41.5B17","MG","NAN","NAN","NAN",350000,"NAN"
"Fe79Si10B11","MG","NAN","NAN","NAN",180000,"NAN"
"Fe80P13B7","MG","NAN","NAN","NAN",28000,"NAN"
"Fe20Si20B20Al20Ni20","MMG","NAN","NAN","NAN","NAN","NAN"
"Fe20Si20B20Al20Nb20","MMG","NAN",831,1340,"NAN",2.5
"Fe76Si9.6B8.4P6","MMG",657,783,971,"NAN",2
"Gd55Al25Co20","MMG",585,658,"NAN","NAN","NAN"
"Gd36Y20Al24Co20","MMG",603,669,1005,"NAN",1
"Gd60Co10Al30","MG",629,641,1004,1000000000,"NAN"
"Gd65Co10Al25","MG",602,620,984,"NAN","NAN"
"Gd70Co5Al25","MG",602,650,1042,"NAN",2.5
"Gd56Co19Al25","MMG",605,668,1057,"NAN",5.5
"Gd55Co18Al27","MMG",602,679,1126,"NAN",8
"Gd54Co17.5Al28.5","MMG",606,679,1152,"NAN",3.5
"Gd53Co17Al30","MMG",615,675,1242,"NAN",1.5
"Gd51Co16Al33","CMG",629,590,"NAN","NAN",10
"Gd19Tb19Er18Fe19Al25","MMG","NAN",658,"NAN","NAN","NAN"
"Gd55Ni15Al30","MMG",602,648,1006,"NAN",4
"Gd60Ni15Al25","MMG",603,617,952,"NAN",5
"Gd60Co25Al15","MMG",572,629,"NAN","NAN","NAN"
"Gd55Co20Al25","MMG",562.5,654,"NAN","NAN","NAN"
"Gd55Al27.5Co17.5","MMG",604,672,"NAN","NAN","NAN"
"Gd53Al24Co20Zr3","MMG",606,678,"NAN","NAN","NAN"
"Gd55Co20Al24Si1","MMG",599,680,"NAN","NAN","NAN"
"Gd55Co20Al23Si2","MMG",602,667,"NAN","NAN","NAN"
"Gd55Co20Al22Si3","MMG",604,662,"NAN","NAN",1
"Gd25Co25Al25Y25","MMG",626,679,"NAN","NAN","NAN"
"Gd52.5Co18.5Al29","MMG",604,653,995,"NAN","NAN"
"Gd40Y16Al24Co20","MMG",598,603,955,"NAN",2
"Gd55Ni22Mn3Al20","MMG",553,659,"NAN","NAN","NAN"
"Gd25Co25Al25Tb25","MMG",612,669,"NAN","NAN","NAN"
"Gd25Co25Al25Dy25","MMG",627,675,"NAN","NAN","NAN"
"Gd25Co25Al25Ho25","MMG",633,659,"NAN","NAN",0.04
"Gd25Tb25Co25Al25","MMG",612,669,"NAN","NAN",0.04
"Gd25Dy25Co25Al25","MMG",627,675,"NAN","NAN",0.04
"Gd25Ho25Co25Al25","MMG",633,638,1064,"NAN",10
"Gd36Tb20Co20Al24","MMG",586,685,"NAN","NAN","NAN"
"Gd52.5Co18.5Al28Zr1","MMG",604,684,"NAN","NAN","NAN"
"Gd52.5Co18.5Al27Zr2","MMG",604,664,1058,"NAN",0.02
"Gd25Co25Al25Ho24Y1","MG",625.2,664,1035,"NAN",0.02
"Gd25Co25Al25Ho20Y5","MG",633.3,664,"NAN","NAN","NAN"
"Gd25Co25Al25Y15Er10","MMG",628,666,"NAN","NAN",1
"Gd25Co25Al25Y15Dy10","MMG",628,665,"NAN","NAN",1
"Gd25Co25Al25Y15Ho10","MMG",626,664,1049,"NAN",0.02
"Gd25Co25Al25Ho15Y10","MG",631.7,665,1074,"NAN",0.02
"Gd25Co25Al25Ho10Y15","MG",627.8,604,"NAN","NAN","NAN"
"Gd20Tb20Dy20Fe20Al20","MMG",575,607,"NAN","NAN",1
"Gd20Tb20Dy20Ni20Al20","MMG",582,626,"NAN","NAN",1
"Gd20Tb20Dy20Co20Al20","MMG",594,652,1053,"NAN",1.5
"Gd20Dy20Er20Co20Al20","MMG",610,637,1065,"NAN",10
"Gd35.64Tb19.8Co19.8Al23.76Fe1","MMG",588,624,1155,"NAN",10
"Gd35.28Tb19.6Co19.6Al23.52Fe2","MMG",590,622,1162,"NAN",10
"Gd34.92Tb19.4Co19.4Al23.28Fe3","MMG",592,703,"NAN","NAN","NAN"
"Gd27.5Er27.5Al27.5Co17.5","MMG",632,677,"NAN","NAN","NAN"
"Gd38.5Er16.5Al27.5Co17.5","MMG",618,691,"NAN","NAN","NAN"
"Gd16.5Ho38.5Al27.5Co17.5","MMG",633,683,"NAN","NAN","NAN"
"Gd27.5Ho27.5Al27.5Co17.5","MMG",625,668,"NAN","NAN","NAN"
"Gd38.5Ho16.5Al27.5Co17.5","MMG",614,694,1061,"NAN",6
"Gd19.8Dy19.8Er19.8Co19.8Al19.8Si1","MMG",624,697,1133,"NAN",5
"Gd19.6Dy19.6Er19.6Co19.6Al19.6Si2","MMG",629,694,1147,"NAN",3
"Gd19.4Dy19.4Er19.4Co19.4Al19.4Si3","MMG",636,695,1186,"NAN",1
"Gd19.2Dy19.2Er19.2Co19.2Al19.2Si4","MMG",640,682,1049,"NAN",8.5
"Gd19.9Dy19.9Er19.9Co19.9Al19.9Si0.5","MMG",618,636,"NAN","NAN","NAN"
"Gd10Tb10Dy10Ho10Er10Y10Ni10Co10Ag10Al10","MMG",597,706,"NAN","NAN","NAN"
"Ho39Al25Co20Y16","MMG",649,707,1055,"NAN",3
"Ho55Al25Co20","MMG",649,708,"NAN","NAN","NAN"
"Ho55Al27.5Co17.5","MMG",642,652,"NAN","NAN","NAN"
"Ho20Er20Co20Al20Gd20","MMG",612,721,"NAN","NAN","NAN"
"Ho16.5Er38.5Al27.5Co17.5","MMG",658,719,"NAN","NAN","NAN"
"Ho27.5Er27.5Al27.5Co17.5","MMG",658,708,"NAN","NAN","NAN"
"Ho38.5Er16.5Al27.5Co17.5","MMG",648,"NAN","NAN","NAN","NAN"
"Hf50Ni25Al25","MMG","NAN","NAN","NAN","NAN","NAN"
"Hf55Ni25Al20","MMG","NAN","NAN","NAN","NAN","NAN"
"Hf62Ni25Al13","MMG","NAN",763,1427,"NAN",0.04
"Hf64Cu18Ni18","MG",735,772,1424,"NAN","NAN"
"Hf60Cu21Ni19","MG",735,783,1421,"NAN","NAN"
"Hf59Cu18Ni23","MG",719,782,1393,"NAN","NAN"
"Hf57Cu11Ni32","MG",713,873,1285,"NAN","NAN"
"Hf48Cu29Ni10Al13","MMG",784,"NAN","NAN","NAN","NAN"
"Hf50Cu30Ni10Al10","MMG","NAN",860,"NAN","NAN",4
"Hf50Al10Ni10Cu30","MMG",780,824,"NAN","NAN","NAN"
"Hf59Cu20Al10Ni8Ti3","MG",749,822,1419,"NAN","NAN"
"Hf65Cu20Ni7.5Al7.5","MMG",780,787,1442,"NAN","NAN"
"Hf70Cu17.5Ni5Al7.5","MMG",703,739,1026,"NAN","NAN"
"Hf65Au17.5Ni10Al7.5","MMG",593,758,1304,"NAN","NAN"
"Hf20Nb20Ti20Ti20Zr20","CMA",824,872,1344,"NAN","NAN"
"Hf51Cu27.75Al12Ni9.25","MMG",777,875,1278,"NAN",10
"Hf47Cu29.25Ni9.75Al14","MMG",790,874,1280,"NAN",10
"Hf48Cu29.25Ni9.75Al13","MMG",785,875,1278,"NAN",10
"Hf47Cu29.25Al14Ni9.75","MMG",790,874,1280,"NAN",10
"Hf48Cu29.25Al13Ni9.75","MMG",785,872,1344,"NAN",8
"Hf51Cu27.75Ni9.25Al12","MMG",777,872,"NAN","NAN",8
"Hf65Al7.5Ni10Cu12.5Pd5","MG",763,"NAN","NAN","NAN","NAN"
"Hf44.5Cu27Ni13.5Ti5Al10","MMG","NAN",826,"NAN","NAN",2
"Hf52.5Ti5Ni14.6Cu17.9Al10","MMG",768,"NAN","NAN","NAN","NAN"
"Hf52.5Cu17.9Ni14.6Ti5Al10","MMG","NAN",810,"NAN","NAN","NAN"
"Hf60Zr5Ti5Cu16Ni4Al7Ga3","MG",748,804,"NAN","NAN","NAN"
"Hf55Zr5Ti5Cu20Ni7.5Al7.5","MG",771,851,"NAN","NAN","NAN"
"Hf65Cu15Ni7Al7Ga3Ge2Si1","MG",800,848,"NAN","NAN",7
"Hf45.6Cu27.8Ni9.3Ti5Al12.4","MMG",787,715,"NAN","NAN",2
"Hf22.8Zr34.2Ti5Ni8Cu20Al10","MMG",683,823,"NAN","NAN","NAN"
"Hf45Zr10Ti10Cu20Ni7.5Al7.5","MG",775,825,"NAN","NAN","NAN"
"Hf60Zr5Ti5Cu15Ni4Al8Ge2Si1","MG",779,689.5,"NAN","NAN",4
"Hf28Be18Ti17Zr17Cu7.5Ni12.5 ","MMG",641.3,701.1,"NAN","NAN",4
"Hf28Be18Ti17Zr17Cu7.5Ni12.5","MMG",649.4,813,"NAN","NAN","NAN"
"Hf55Zr4Ti4Cu20Ni7.5Al7.5Ga2","MG",783,743,"NAN","NAN",2
"Hf10.5Zr42Ti5Ni14.6Cu17.9Al10","MMG",698,764,"NAN","NAN",2
"Hf21Zr31.5Ti5Ni14.6Cu17.9Al10","MMG",714,786,"NAN","NAN",2
"Hf31.5Zr21Ti5Ni14.6Cu17.9Al10","MMG",733,792,"NAN","NAN",2
"Hf42Zr10.5Ti5Ni14.6Cu17.9Al10","MMG",740,827,"NAN","NAN","NAN"
"Hf60Zr5Ti5Cu11.33Ni5.67Al7.5Ga2.5Ge2Si1","MG",751,828,1326,"NAN","NAN"
"Hf12.50Mo12.50Nb25Ti25Zr25","CMA",834,915,1316,"NAN","NAN"
"Hf12.20Mo12.20Nb24.39Si2.44Ti24.39Zr24.39","CMA",831,915,1291,"NAN","NAN"
"Hf11.63Mo11.63Nb23.26Si6.98Ti23.26Zr23.26","CMA",813,894,1304,"NAN","NAN"
"Hf11.11Mo11.11Nb22.22Si11.11Ti22.22Zr22.22","CMA",837,883,1233,"NAN","NAN"
"Hf16.67Mo16.67Nb16.67Ta16.67Zr16.67Zr16.67","CMA",838,860,1329,"NAN","NAN"
"Hf17.39Mo13.04Nb17.39Ti17.39Ti17.39Zr17.39","CMA",813,928,1301,"NAN","NAN"
"Hf10.64Mo10.64Nb21.28Si14.89Ti21.28Zr21.28","CMA",753,881,1329,"NAN","NAN"
"Hf25.0Nb25.0Ti25.0Zr25.0","CMA",815,834,1263,"NAN","NAN"
"Hf10.20Mo10.20Nb20.41Si18.37Ti20.41Zr20.41","CMA",857,879,1394,"NAN","NAN"
"Hf20Mo20Nb20Ti20Ti20","CMA",842,1021,1241,"NAN","NAN"
"Hf25.0Mo12.5Nb25.0Ti25.0V12.5","CMA",840,871,1304,"NAN","NAN"
"Hf20Nb20Zr20Zr20Ta20","CMA",820,913,1278,"NAN","NAN"
"Hf12.50Nb12.50Ta12.50Ti37.50Zr25","CMA",825,874,1229,"NAN","NAN"
"Hf18.18Mo9.09Nb18.18Ta18.18Ti18.18Zr18.18","CMA",825,845,1229,"NAN","NAN"
"Hf18.2Nb18.2Ta18.2Ti18.2Zr18.2Mo9.1","CMA",845,846,1363,"NAN","NAN"
"Hf20Mo20Si20Zr20Ti20","CMA",874,961,1401,"NAN","NAN"
"Hf16.67Mo16.67Ta16.67Ta16.67Zr16.67Zr16.67","CMA",881,1021,1396,"NAN","NAN"
"Hf16.7Mo16.7Nb16.7Ta16.7Ti16.7Zr16.7","CMA",855,1026,1280,"NAN","NAN"
"Hf17.4Nb17.4Ta17.4Ti17.4Zr17.4Mo13","CMA",825,912,1225,"NAN","NAN"
"Hf19.05Mo4.76Nb19.05Ta19.05Ti19.05Zr19.05","CMA",825,842,1225,"NAN","NAN"
"Hf19.1Nb19.1Ta19.1Ti19.1Zr19.1Mo4.8","CMA",842,877,1386,"NAN","NAN"
"Hf20Mo20Ta20Ti20Zr20","CMA",877,1013,1386,"NAN","NAN"
"Hf20Mo20Ta20Ti20Zr20","CMA",809,1013,1220,"NAN","NAN"
"Hf16.7Nb16.7Ta16.7Ti16.7V16.7Zr16.7","CMA",822,839,1340,"NAN","NAN"
"Hf20Mo20Si20Ti20Ti20","CMA",933,936,1466,"NAN","NAN"
"Hf20Nb20Ta20V20W20","CMA",798,1139,1200,"NAN","NAN"
"Hf25Nb25Ta25Ti25","CMA",799,1223,"NAN","NAN","NAN"
"Ir33Ni28Ta39","NAN",496.2,898.5,1112,"NAN",3
"La55Al25Cu20","MMG",445.6,457.3,725.2,7.26101,2
"La66Al14Cu20","NAN",391.6,548.8,929.9,3.86101,3
"La55Al25Ni20","MMG",449,484.5,734,6.86101,"NAN"
"La62Cu24Al14","MMG",401,449,731,"NAN","NAN"
"La66Cu20Al14","MMG",395,449,734,"NAN",5
"La55Al25Cu20","MMG",455.9,555.1,941.3,"NAN",3
"La55Al25Ni20","MMG",449,490.8,731,"NAN",2
"La66Al14Cu20","MMG",395,489,756,"NAN","NAN"
"La70Al5Cu20Ag5","MMG",431,448,724,"NAN",1
"La68Al14Cu9Ni9","MMG",405,429,763,"NAN",0.5
"La70Al14Cu8Ni8","MMG",404,529,878,"NAN","NAN"
"La55Al25Cu15Ni5","MMG",459,552,899,"NAN","NAN"
"La55Al25Cu5Ni15","MMG",472,518,759,"NAN","NAN"
"La55Al5Cu20Ag20","MMG",469,503,859,"NAN","NAN"
"La55Al25Cu15Ag5","MMG",452,503,823,"NAN","NAN"
"La55Al20Cu20Ag5","MMG",429,515,752,"NAN","NAN"
"La50Al25Cu20Ag5","MMG",467,503,860,"NAN",3
"La55Al25Ag5Cu15","MMG",452,458,716,"NAN","NAN"
"La65Cu20Al10Ag5","MMG",380,458,716,"NAN","NAN"
"La65Al10Cu20Ag5","MMG",380,481,759,"NAN","NAN"
"La60Cu20Al15Ag5","MMG",401,455,722,"NAN","NAN"
"La62Cu22Al14Ag2","MMG",401,456,729,"NAN","NAN"
"La62Cu20Al14Ag4","MMG",404,456,730,"NAN","NAN"
"La62Cu19Al14Ag5","MMG",405,458,739,"NAN","NAN"
"La62Cu17Al14Ag7","MMG",406,457,736,"NAN","NAN"
"La62Cu18Al14Ag6","MMG",406,458,744,"NAN","NAN"
"La62Cu16Al14Ag8","MMG",407,481,774,"NAN","NAN"
"La60Al15Cu20Ag5","MMG",410,458,716,"NAN",5
"La65Al10Ag5Cu20","MMG",380,481,759,"NAN",5
"La60Al15Ag5Cu20","MMG",401,455,722,"NAN",5
"La62Al14Cu22Ag2","MMG",401,456,730,"NAN",5
"La62Al14Cu19Ag5","MMG",405,458,739,"NAN",5
"La62Al14Cu17Ag7","MMG",406,457,736,"NAN",5
"La62Al14Cu18Ag6","MMG",406,456,729,"NAN",8
"La62Al14Cu20Ag4","MMG",404,458,744,"NAN",5
"La62Al14Cu16Ag8","MMG",407,503,823,"NAN",4
"La55Al20Ag5Cu20","MMG",429,452,744,"NAN",12
"La62Cu12Ni12Al14","MMG",423,547,835,"NAN",5
"La55Al25Ni10Cu10","MMG",446,467,738,22.5,10
"La62Al14Cu12Ni12","MMG",417,456,729,"NAN",8
"La66Al14Cu10Ni10","MMG",404,513,1104,"NAN","NAN"
"La55Al15Cu20Ag10","MMG",465,483,787,"NAN",2
"La55Al15Ag10Cu20","MMG",416,557,835,"NAN","NAN"
"La55Al25Cu10Ni10","MMG",467,483,787,"NAN","NAN"
"La55Al10Cu20Ag15","MMG",416,446,770,"NAN","NAN"
"La55Cu20Al15Ag10","MMG",421,431,674,"NAN",1.5
"La66Al14Cu10Ni010","MMG",405,449,728,"NAN","NAN"
"La62Al14Cu9.6Ni14.4","MMG",413,426,743,"NAN",1
"La68Al13.2Cu9.4Ni9.4","MMG",400,498,852,"NAN","NAN"
"La62Al14Cu4.8Ni19.2","MMG",425,498,852,"NAN","NAN"
"La55Cu20Al17.5Ag7.5","MMG",425,482,747,"NAN","NAN"
"La55Al17.5Cu20Ag7.5","MMG",426,498,852,"NAN",3
"La55Al17.5Ag7.5Cu20","MMG",425,431,740,"NAN","NAN"
"La62Al14Cu19.2Ni4.8","MMG",402,463,737,"NAN","NAN"
"La62Al14Cu14.4Ni9.6","MMG",404,472,721,"NAN","NAN"
"La62.5Cu20Al12.5Ag5","MMG",389,472,722,"NAN","NAN"
"La62.5Al12.5Cu20Ag5","MMG",389,472,721,"NAN",6
"La62.5Al12.5Ag5Cu20","MMG",389,440,719,"NAN",10
"La62Cu24Al9.8Mg4.2","MMG",386,541,822,"NAN",9
"La70Al12.4Cu8.8Ni8.8","MMG",397,418,759,"NAN",0.5
"La55Al25Ni5Cu10Co5","MMG",465.2,541.8,822.5,"NAN",9
"La62Cu24Al10.5Mg3.5","MMG",386,431,712,"NAN",10
"La32Ce32Al16Ni5Cu15","MMG",403,451,712,"NAN",10
"La62Cu24Al10.8Mg3.2","MMG",387,421,710,"NAN",10
"La57Al14Cu14.5Ni14.5","MMG",433,480,817,"NAN","NAN"
"La59Al14Cu13.5Ni13.5","MMG",428,463,778,"NAN","NAN"
"La58.6Al17Cu12.2Ni12.2","MMG",421,489,774,"NAN",5
"La19.5Ce45.5Al10Co25","MMG",416,436,778,"NAN",9
"La26Ce39Al10Co25","MMG",425,448,789,"NAN",12
"La32.5Ce32.5Al10Co25","MMG",427,453,776,"NAN",15
"La39Ce26Al10Co25","MMG",437,467,835,"NAN",20
"La45.5Ce19.5Al10Co25","MMG",437,472,850,"NAN",25
"La52Ce13Al10Co25","MMG",439,476,869,"NAN",12
"La62Al15.6Cu11.2Ni11.2","MMG",410,453,712,"NAN",11
"La62.5Cu15Al12.5Ag5Fe5","MMG",390,445,713,"NAN","NAN"
"La62.5Cu15Al12.5Ag5Co5","MMG",397,474,700,"NAN","NAN"
"La62.5Al12.5Ag5Cu15Fe5","MMG",390,445,713,"NAN",6
"La32Ce32Al16Ni5Cu7Co8","MMG",416,471,739,"NAN",10
"La62Al14Cu10Ag2Ni6Co6","MMG",429,471,698,"NAN",16
"La62.5Al12.5Ag5Cu15Co5","MMG",397,474,700,"NAN",9
"La59.6Al16.5Cu11.9Ni11.9","MMG",416,475,750,"NAN",8
"La32Ce32Al16Ni5Cu5Co10","MMG",424,472,767,"NAN",10
"La32Ce32Al16Ni5Cu10Co5","MMG",413,467,718,"NAN",12
"La32Ce32Al16Ni5Cu12Co3","MMG",406,455,709,"NAN",10
"La60.5Al16.3Cu11.6Ni11.6","MMG",414,465,734,"NAN",8
"La55.4Al18.4Cu13.1Ni13.1","MMG",426,491,881,"NAN",2
"La56.5Al17.9Cu12.8Ni12.8","MMG",433,492,823,"NAN",2
"La64.6Al14.6Cu10.4Ni10.4","MMG",406,442,706,"NAN",5
"La59.6Al16.6Cu11.9Ni11.9","MMG",422,460,728,"NAN","NAN"
